Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G28570	AT1G28570:s:10043851-10044150	s|1e1.1o1|1e2.1o1	4.7833357839084e-05;-4.783311591953183e-05	1.0262326076547603e-10;6.11649019194544e-21	0.005002287296179464;0.005000638926537571	0.994;0.006	0.995;0.005	False	False	True	2	3	10043263-10043851;10042672-10043851	
AT5G44110	AT5G44110:s:17754561-17754647	s|1e1.1o2|1e1.2o2	-1.5574818478330566e-11;7.771559702176269e-16	6.097720059626376e-21;6.097720061512472e-21	0.9996191568403151;0.9999999997576716	0.999;0.001	0.999;0.001	False	True	False	2	2	17754482-17754561;17754480-17754561	
AT1G75190	AT1G75190:s:28219382-28219804	s|1e1.1o1|i	3.3054878520951394e-09;-3.3411535429996276e-09	6.044886827252724e-21;6.0448853764466415e-21	0.4807359391346716;0.4794006866294178	0.001;0.999	0.002;0.998	False	False	False	1	2	28219804-28219916	28219804-28219916
AT2G43970	AT2G43970:t:18206274-18206342	t|1e1.1o1|1e2.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.000;1.000	0.003;0.997	False	False	True	2	3	18206342-18206573;18206342-18206433	
AT1G49630	AT1G49630:s:18368261-18368549	s|1e1.1o3|1e1.2o3|1e1.3o3	-0.00861516942113295;0.008625780508090692;3.0068369019711273e-09	4.629089728553139e-05;4.860166123113065e-05;6.097787893236252e-21	0.0001476277221132971;0.00014724346876057726;0.5039553484526638	0.193;0.805;0.002	0.175;0.823;0.002	False	True	False	3	2	18367829-18368344;18367826-18368344;18367819-18368344	
AT2G38880	AT2G38880:t:16240139-16240219	t|1e1.1o2|1e1.2o2|1e2.1o1	-0.009208357403843667;0.0008036295996566861;0.010258144442499019	8.33704731840805e-05;1.6618458220333295e-05;0.0001822930075257084	0.000201836246627507;0.00027100414510933257;0.00016856020524796955	0.048;0.007;0.945	0.012;0.012;0.976	True	False	True	3	3	16239710-16240139;16239714-16240139;16240050-16240139	
AT4G21585	AT4G21585:s:11478618-11478746	s|1e1.1o1|2e1.1o1	-0.002812776122768062;0.002812803491781057	1.0023045724607865e-06;1.0023464665327154e-06	0.0004682617334704764;0.00046825396765620697	0.927;0.073	0.923;0.077	True	False	False	2	2	11478728-11478817;11478746-11478817	
AT2G24060	AT2G24060:s:10229385-10229739	s|1e1.1o2|1e1.2o2	-2.9723838485111217e-06;2.9723383905221052e-06	6.0983114488467274e-21;6.098240897272678e-21	0.47883079819073304;0.4788311248250414	0.986;0.014	0.978;0.022	False	True	False	2	2	10229739-10229821;10229739-10229826	
AT1G18690	AT1G18690:s:6433574-6433688	s|1e1.1o1|2e1.1o1	-0.07475265035987047;0.07475261930291484	0.017275489989221782;0.017275496871818827	1.9826128235034268e-05;1.982470154317413e-05	0.160;0.840	0.056;0.944	True	False	False	2	2	6433670-6434162;6433688-6434162	
AT2G31725	AT2G31725:s:13486704-13486841	s|1e1.1o2|1e1.2o2	-0.04329212756493122;0.0432920628180745	5.285884371700698e-05;5.285898531370849e-05	4.2611016716209704e-05;4.2607463767204944e-05	0.957;0.043	0.895;0.105	False	True	False	2	2	13486629-13486704;13486624-13486704	
AT5G18830	AT5G18830:s:6279925-6280212	s|1e1.1o1|i	7.77155982729795e-16;-9.389791960048809e-16	6.0448857830544e-21;6.044885783054198e-21	0.9999999926460882;0.999975317292283	0.001;0.999	0.001;0.999	False	False	False	1	2	6280212-6280297	6280212-6280297
AT4G15540	AT4G15540:s:8873820-8873933	s|1e1.1o2|2e1.2o2	-0.020175850782013366;0.020175875108675034	0.00046821969840694385;0.00046821920771264897	8.060299164747153e-05;8.059736269116352e-05	0.239;0.761	0.202;0.798	True	True	False	2	2	8873848-8873934;8873933-8874138	
AT3G28220	AT3G28220:s:10526089-10526246	s|1e1.1o1|i	-0.005523340289615184;0.0055233645026334845	1.1118006180526338e-20;1.0800832979408492e-20	0.004201107680053662;0.004200922748740649	0.614;0.386	0.624;0.376	False	False	False	1	2	10526246-10526340	10526246-10526340
AT5G05270	AT5G05270:s:1564217-1564443	s|1e1.1o1|i	0.009702042222856743;-0.009702027149741247	4.7948092861101685e-14;4.787648604803109e-14	0.0024696772182481036;0.0024697918229592553	0.693;0.307	0.688;0.312	False	False	False	1	2	1564443-1564669	1564443-1564669
AT5G22640	AT5G22640:s:7531651-7531717	s|1e1.1o1|i	-0.04459050975653367;0.04459050158915831	0.004100160803791381;0.004100162659088711	0.00046083357099702127;0.0004608006144318443	0.478;0.522	0.416;0.584	False	False	False	1	2	7531717-7531988	7531717-7531988
AT5G12210	AT5G12210:s:3947505-3947558	s|1e1.1o2|1e1.2o2	0.042421209574448754;-0.042421212407110956	0.008986629779624784;0.00898664763925712	3.795596438075331e-05;3.7958991115027985e-05	0.813;0.187	0.891;0.109	False	True	False	2	2	3947558-3947671;3947558-3947674	
AT5G18400	AT5G18400:t:6094425-6094572	t|1e1.1o1|1e2.1o1	1.9099410186688994e-06;-1.9098083166394874e-06	1.1102840068693573e-16;6.09827165291751e-21	0.10032325535564492;0.11436414753309099	0.997;0.003	0.997;0.003	False	False	True	2	3	6094572-6094874;6094572-6094684	
AT3G14690	AT3G14690:s:4938106-4938353	s|1e1.1o1|i	0.0016003184198481084;-0.001600293522874917	3.4405895038323194e-09;3.5678494344259763e-09	0.002844559842780814;0.002844594282838231	0.595;0.405	0.605;0.395	False	False	False	1	2	4938353-4938443	4938353-4938443
AT5G64040	AT5G64040:s:25629110-25629615	s|1e1.1o1|i	0.002179510731376318;-0.0021795077514377703	2.449535688851295e-20;2.4669922144732176e-20	0.00041108843254916705;0.000411088869507803	0.646;0.354	0.646;0.354	False	False	False	1	2	25629031-25629110	25629031-25629110
AT1G11280	AT1G11280:s:3789119-3789226	s|1e1.1o2|1e1.2o2	0.00010150148785504541;-0.00010150108878031322	5.970979328560781e-13;6.118520536885527e-21	0.01959599239083213;0.019598724163335635	0.988;0.012	0.997;0.003	False	True	False	2	2	3788878-3789119;3788842-3789119	
AT5G14740	AT5G14740:s:4761738-4761823	s|1e1.1o1|i	-0.06739699248319955;0.06739698465053935	2.896124699086289e-16;2.853006048679646e-20	0.00027365892065511765;0.00027363664677245255	0.659;0.341	0.600;0.400	False	False	False	1	2	4761823-4761961	4761823-4761961
AT4G22750	AT4G22750:t:11950399-11950612	t|1e1.1o1|1e2.1o1	1.9084516232489344e-09;-1.9026595882866436e-09	6.0977206576643996e-21;6.097720461831995e-21	0.8173532527351037;0.8230231452672208	0.998;0.002	0.998;0.002	False	False	True	2	3	11950612-11951147;11950612-11950684	
AT5G52100	AT5G52100:t:21170921-21171077	t|1e1.1o1|2e2.1o2	0.019554863976451394;-0.019554848785543196	4.340972121733746e-13;1.0009070245055407e-20	0.007120797276569248;0.007121439718116296	0.946;0.054	0.979;0.021	False	True	True	2	3	21170834-21170921;21170287-21170958	
AT5G24150	AT5G24150:s:8173241-8173519	s|1e1.1o2|1e1.2o2|i	0.01234675199457844;7.77155982729795e-16;-0.014293302276281901	6.262353883188899e-07;6.0448857830544e-21;4.666819483959713e-06	0.0009418632544569427;0.9999999926460882;0.0012281097439287292	0.634;0.005;0.361	0.631;0.009;0.359	False	True	False	2	2	8173153-8173241;8173143-8173241	8173143-8173241
AT5G54270	AT5G54270:s:22038273-22038549	s|1e1.1o1|i	-0.008520904956782226;0.008520910372032557	1.5200292217465027e-20;1.4532531700207275e-20	0.002993178769864935;0.002993067353733108	0.625;0.375	0.618;0.382	False	False	False	1	2	22038549-22038648	22038549-22038648
AT4G18370	AT4G18370:s:10150134-10150256	s|1e1.1o1|i	-0.027074940137887832;0.02707495700160664	5.661518018831673e-07;5.66162549365764e-07	0.001140523081563316;0.0011404533937520063	0.636;0.364	0.600;0.400	False	False	False	1	2	10150256-10150352	10150256-10150352
AT3G25840	AT3G25840:s:9454344-9454504	s|1e1.1o1|2e1.1o1	0.09665581991359308;-0.09665580954237869	0.000813509459885009;0.0008135059124219811	5.574231049383824e-06;5.574736567037775e-06	0.876;0.124	0.995;0.005	True	False	False	2	2	9454247-9454348;9454247-9454344	
AT3G14420	AT3G14420:t:4821788-4821944	t|1e1.1o1|2e2.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.994;0.006	0.995;0.005	False	True	True	2	3	4821638-4821788;4821753-4821849	
AT1G08920	AT1G08920:s:2869378-2869440	s|1e1.1o2|1e1.2o2	0.0007710714358674387;-0.0007710668185042003	2.8891199806753173e-08;2.9417729963286332e-08	0.0015365958959973336;0.0015366709804723877	0.008;0.992	0.019;0.981	False	True	False	2	2	2869440-2869515;2869440-2869536	
AT1G12730	AT1G12730:s:4335759-4335893	s|1e1.1o1|i	-0.31880525395740406;0.3188052444520585	0.9642673007825038;0.9642673085377604	1.0025465652208077e-05;1.0024067637310055e-05	0.616;0.384	0.293;0.707	False	False	False	1	2	4335893-4336012	4335893-4336012
AT5G61140	AT5G61140:s:24601149-24601244	s|1e1.1o1|i	-0.06057724057820179;0.06057725601562987	0.003529470311446;0.00352948477248894	0.000347270733678684;0.0003472420753148946	0.831;0.169	0.753;0.247	False	False	False	1	2	24601244-24602235	24601244-24602235
AT5G60100	AT5G60100:s:24198748-24198778	s|1e1.1o1|i	-0.024696580482464623;0.024696591935488378	0.00013594292974812995;0.00013594325111642504	0.0007596430223977269;0.000759596909433051	0.620;0.380	0.579;0.421	False	False	False	1	2	24198668-24198748	24198668-24198748
AT1G60640	AT1G60640:s:22338618-22338683	s|1e1.1o1|1e2.1o1	0.0006300329452169396;-0.0006300289367796192	2.785335554120502e-10;6.358281720528101e-21	0.005755607775153798;0.005755939644080832	0.977;0.023	0.981;0.019	False	False	True	2	3	22338526-22338618;22338233-22338618	
AT3G19010	AT3G19010:s:6556958-6556999	s|1e1.1o1|i	7.77155982729795e-16;4.684709399908016e-13	6.0448857830544e-21;6.044885782989231e-21	0.9999999926460882;0.9921691987919179	0.001;0.999	0.001;0.999	False	False	False	1	2	6556867-6556958	6556867-6556958
AT1G30970	AT1G30970:s:11043396-11043751	s|1e1.1o1|2e1.1o1	2.033093968054414e-06;-2.0330925046943646e-06	2.220507030033725e-16;6.09812795633157e-21	0.08999061387194647;0.09337901081957001	0.997;0.003	0.998;0.002	True	False	False	2	2	11042948-11043400;11042948-11043396	
AT1G04120	AT1G04120:s:1068357-1070494	s|1e1.1o2|1e1.2o2	0.017411859592024938;-0.017411806476350555	5.325505128503942e-09;5.20389315363745e-09	0.0005531686807700373;0.0005532149640649076	0.929;0.071	0.954;0.046	False	True	False	2	2	1068247-1068357;1068161-1068357	
AT1G11870	AT1G11870:s:4005887-4006021	s|1e1.1o2|1e1.2o2	8.993815839310555e-08;-8.988299358080017e-08	6.097745728412165e-21;6.097749333516597e-21	0.5346638126959362;0.5359721606816686	0.992;0.008	0.993;0.007	False	True	False	2	2	4006021-4006097;4006021-4006117	
AT5G59850	AT5G59850:s:24112693-24112853	s|1e1.1o1|i	0.005150688840679476;-0.005150675827349009	1.28769628823471e-20;1.3159086011473322e-20	0.14733152999116716;0.1473336895932328	0.647;0.353	0.655;0.345	False	False	False	1	2	24112597-24112693	24112597-24112693
AT2G30860	AT2G30860:s:13138997-13139275	s|1e1.1o1|i	-0.009069064239762246;0.009069077042652494	1.1497543882537275e-20;1.0884145048094311e-20	0.0023121250472187826;0.0023119899845570387	0.659;0.341	0.649;0.351	False	False	False	1	2	13139275-13139369	13139275-13139369
AT3G61700	AT3G61700:s:22836285-22836428	s|1e1.1o1|i	-0.07235543080615359;0.0723553871425309	0.016235861584124583;0.016235835002682428	0.00028207548290970497;0.0002820521602907504	0.725;0.275	0.637;0.363	False	False	False	1	2	22836428-22836838	22836428-22836838
AT1G18950	AT1G18950:s:6550478-6550681	s|1e1.2o2|2e1.1o2	0.14653424844984045;-0.14653424998530085	0.297069130580937;0.2970690733186114	1.3025038128826327e-05;1.3025987868231503e-05	0.561;0.439	0.752;0.248	True	True	False	2	2	6550669-6550769;6550681-6550763	
AT3G63140	AT3G63140:s:23327616-23327754	s|1e1.1o1|i	0.00653409378052511;-0.006534082160507994	1.2346218246718136e-20;1.2624281152542224e-20	0.05518492208864481;0.055186180564820164	0.602;0.398	0.607;0.393	False	False	False	1	2	23327544-23327616	23327544-23327616
AT2G24270	AT2G24270:s:10328624-10328743	s|1e1.1o1|i	-0.023085546136341034;0.023085553278943988	7.703820644906989e-11;1.3545964351808578e-10	0.001232326718534349;0.0012322465764514016	0.642;0.358	0.608;0.392	False	False	False	1	2	10328550-10328624	10328550-10328624
AT1G01790	AT1G01790:s:288087-288336	s|1e1.1o2|2e1.2o2	0.01813519172892214;-0.018135183964182358	9.28647443662208e-21;9.715113613692949e-21	0.3023972036499506;0.30243660508830617	0.948;0.052	0.990;0.010	True	True	False	2	2	288176-288401;288336-288432	
AT4G02840	AT4G02840:s:1264864-1264940	s|1e1.1o1|1e2.1o1	7.771559702176269e-16;-1.6188341087938377e-12	6.097720061512472e-21;6.097720061318618e-21	0.9999999997576716;0.9999608311825975	0.001;0.999	0.001;0.999	False	False	True	2	3	1264940-1265134;1264940-1265902	
AT5G64760	AT5G64760:s:25896439-25896582	s|1e1.1o2|2e1.2o2	0.001425014241042296;-0.0014250055494627722	4.409401257626787e-07;4.4122959289415094e-07	0.0008550863125142139;0.0008551369808745823	0.976;0.024	0.982;0.018	True	True	False	2	2	25896339-25896443;25896335-25896439	
AT3G14860	AT3G14860:s:5000311-5000478	s|1e1.1o2|1e1.2o2|i	-0.13673826923505839;-0.01860909638276095;0.16765881189117832	0.16747015974955376;1.2347092417280632e-20;0.3059822458226025	0.0001227389635934939;0.023920118003340374;7.464608342576576e-05	0.654;0.060;0.284	0.510;0.035;0.454	False	True	False	2	2	5000035-5000311;5000031-5000311	5000031-5000311
AT2G18960	AT2G18960:t:8223178-8223297	t|1e1.1o1|1e2.1o1	1.8223155500265825e-08;-1.818967900233893e-08	6.097721282143858e-21;6.097720937763279e-21	0.7612670618492497;0.7614994394529788	0.980;0.020	1.000;0.000	False	False	True	2	3	8221899-8223178;8223063-8223178	
AT5G50950	AT5G50950:s:20729612-20729850	s|1e1.2o2|i	-0.11437078903357664;0.11437082132579893	0.06870088061730126;0.06870091642561471	0.00013712473803684233;0.00013711328794046028	0.621;0.379	0.504;0.496	False	False	False	1	2	20729850-20729935	20729850-20729935
AT5G38220	AT5G38220:s:15270378-15270425	s|1e1.1o2|1e1.2o2	-0.00039344662279152277;0.000393449346391221	8.749186010998375e-12;6.1938810537033434e-21	0.01229852169438117;0.012298917992600605	0.989;0.011	0.980;0.020	False	True	False	2	2	15270425-15270748;15270425-15270758	
AT5G03430	AT5G03430:s:849394-849446	s|1e1.1o1|i	-0.012109576436549706;0.012109611595899926	7.1460638319876536e-12;5.53079805539997e-12	0.003356099224434028;0.0033559699745004806	0.653;0.347	0.639;0.361	False	False	False	1	2	849314-849394	849314-849394
AT1G76570	AT1G76570:s:28729687-28730012	s|1e1.1o2|1e1.2o2|2e1.1o2|3e1.2o2	0.0818719191562863;0.013019698061022298;-0.0016208347047257361;-0.06044634278415273	0.0006591183435844528;8.144786709786987e-21;6.4210187220920385e-21;4.058396226626104e-09	1.5213085938745693e-05;0.00022501888706297871;0.40461057685177393;7.383955795237096e-05	0.816;0.055;0.036;0.094	0.906;0.088;0.001;0.005	True	True	False	4	2	28729840-28730049;28729840-28730087;28729968-28730049;28730012-28730087	
AT5G19330	AT5G19330:t:6509544-6509667	t|1e1.1o1|1e2.1o1	7.771559702176269e-16;5.055049071939451e-12	6.097720061512472e-21;6.097720060883047e-21	0.9999999997576716;0.9998728503135597	0.001;0.999	0.001;0.999	False	False	True	2	3	6509667-6510031;6509667-6509822	
AT4G32420	AT4G32420:s:15650387-15650514	s|1e1.1o1|2e1.1o1	-2.1998951341780594e-07;2.1986863984055707e-07	6.09776052299207e-21;6.097755830388074e-21	0.5217860696818126;0.3607123175982603	0.003;0.997	0.002;0.998	True	False	False	2	2	15650317-15650438;15650317-15650387	
AT5G61020	AT5G61020:s:24557761-24557907	s|1e1.1o1|i	-0.013195984492430358;0.013195988145921192	3.3412434824506526e-09;3.3344960747866594e-09	0.0009690825822532556;0.0009690386996477063	0.628;0.372	0.616;0.384	False	False	False	1	2	24557670-24557761	24557670-24557761
AT1G50200	AT1G50200:s:18592130-18592243	s|1e1.1o1|2e1.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	1.000;0.000	1.000;0.000	True	False	False	2	2	18592045-18592154;18592045-18592130	
AT2G44920	AT2G44920:s:18524387-18524535	s|1e1.1o2|1e1.2o2	-1.0600959206629569e-07;1.0602052109451211e-07	6.097738407755034e-21;6.097735423024327e-21	0.5646872896360887;0.564715153160523	0.989;0.011	0.982;0.018	False	True	False	2	2	18524535-18524887;18524535-18524891	
AT4G27000	AT4G27000:s:13555792-13555847	s|1e1.1o1|i	-0.022813045390852563;0.022813062815159213	1.7344829656715245e-09;1.7414314383918342e-09	0.0015487674262680828;0.0015486794284063146	0.658;0.342	0.632;0.368	False	False	False	1	2	13555680-13555792	13555680-13555792
AT1G75380	AT1G75380:s:28282041-28282132	s|1e1.1o1|i	-0.01684293416463315;0.01684294088147923	4.2767256919852156e-06;4.276336099340321e-06	0.0005831530474375013;0.000583134711450304	0.722;0.278	0.703;0.297	False	False	False	1	2	28281850-28282041	28281850-28282041
AT3G19720	AT3G19720:s:6852417-6852574	s|1e1.1o2|1e1.2o2	-0.04006766914889931;0.04006765554734221	0.00012127300561334333;0.00012127253166680962	8.850652177816443e-05;8.849923157068595e-05	0.927;0.073	0.868;0.132	False	True	False	2	2	6852272-6852417;6852267-6852417	
AT3G44990	AT3G44990:s:16448037-16448137	s|1e1.1o1|i	-0.059255998871764165;0.05925598541999281	0.0006238098586696043;0.000623808519382041	0.00032105674130766815;0.000321030846766303	0.639;0.361	0.565;0.435	False	False	False	1	2	16447941-16448037	16447941-16448037
AT2G36230	AT2G36230:s:15195042-15195249	s|1e1.1o2|1e1.2o2	-0.017808469494915474;0.017808495386785188	0.00047699614705729504;0.0004769958152713961	8.255122489020383e-05;8.254610237221072e-05	0.268;0.732	0.236;0.764	False	True	False	2	2	15194952-15195042;15194938-15195042	
AT3G03270	AT3G03270:s:762901-763115	s|1e1.1o1|i	-0.09489209531451576;0.09489208686920525	0.011113488614461358;0.011113510757002287	0.00017353069976078217;0.0001735175467515011	0.611;0.389	0.508;0.492	False	False	False	1	2	762793-762901	762793-762901
AT3G02450	AT3G02450:s:503217-503517	s|1e1.1o1|i	-0.002558591613426812;0.0025586227271083015	3.2844426721809348e-06;3.284464758961454e-06	0.0010404341046853505;0.0010404371458562767	0.634;0.366	0.632;0.368	False	False	False	1	2	503075-503217	503075-503217
AT2G39580	AT2G39580:s:16514153-16514460	s|1e1.1o1|1e2.1o2	-0.00022480934852978776;0.00022481072471487214	2.9373108008117566e-08;2.890933825661696e-08	0.00128585899156064;0.0012857844435113716	0.994;0.006	0.991;0.009	False	False	True	2	3	16514460-16514597;16514460-16514760	
AT3G06670	AT3G06670:s:2109947-2110014	s|1e1.1o1|1e2.1o1	-8.907460123566483e-05;8.907475909603826e-05	6.116530066519144e-21;3.6730737894091874e-10	0.003239362853668326;0.003239265420369284	0.006;0.994	0.003;0.997	False	False	True	2	3	2109820-2109947;2109667-2109947	
AT1G49940	AT1G49940:s:18490717-18490866	s|1e1.1o2|1e1.2o2	-0.003831195790537037;0.0038312118202899837	1.5050189240567457e-05;1.5050701608686381e-05	0.0003138836013834023;0.0003138657982787313	0.988;0.012	0.967;0.033	False	True	False	2	2	18490624-18490717;18490618-18490717	
AT4G01430	AT4G01430:s:587432-587583	s|1e1.1o1|2e1.1o1	-0.005981505842015872;0.005981525372272203	1.507818706937246e-05;1.5078446681663907e-05	0.0003363929569608626;0.0003363703649988392	0.042;0.958	0.015;0.985	True	False	False	2	2	587579-587675;587583-587675	
AT5G44650	AT5G44650:s:18014891-18015058	s|1e1.1o1|i	-0.09208111337014295;0.09208109755963255	0.003363978714954908;0.003363977272033858	0.00017727725698257757;0.00017726245820378275	0.645;0.355	0.538;0.462	False	False	False	1	2	18015058-18015203	18015058-18015203
AT3G63150	AT3G63150:s:23330063-23330145	s|1e1.1o1|2e1.1o1	-0.1267239843778528;0.12672397080382733	0.017031554401598342;0.01703153713113692	8.060558248645933e-07;8.059913970609322e-07	0.991;0.009	0.847;0.153	True	False	False	2	2	23329972-23330076;23329972-23330063	
AT5G38480	AT5G38480:s:15411039-15411159	s|1e1.1o2|2e1.2o2|i	0.005686531265279411;7.77155982729795e-16;-0.005720465155512586	1.1213962795098515e-20;6.0448857830544e-21;1.1564788903658339e-20	0.015880254999116675;0.9999999926460882;0.015754226716511277	0.649;0.000;0.351	0.658;0.000;0.342	True	True	False	2	2	15411155-15411232;15411159-15411239	15411159-15411239
