gene_name	gene_id	seqid	start	end
AT1G67410	AT1G67410	1	25253095	25253667
AT1G67420	AT1G67420	1	25255411	25255626
RPL17B	AT1G67430	1	25262159	25262211
emb1688	AT1G67440	1	25265045	25265719
AT1G67450	AT1G67450	1	25266163	25267359
AT1G67455	AT1G67455	1	25268145	25268309
AT1G67460	AT1G67460	1	25270982	25271861
AT1G67470	AT1G67470	1	25272182	25273576
AT1G67480	AT1G67480	1	25276295	25276463
MIR839A	AT1G67481	1	25278944	25279207
GCS1	AT1G67490	1	25286282	25286596
REV3	AT1G67500	1	25296870	25296937
AT1G67510	AT1G67510	1	25298696	25300184
AT1G67520	AT1G67520	1	25304723	25305857
PUB7	AT1G67530	1	25307658	25307807
AT1G67540	AT1G67540	1	25311242	25312482
URE	AT1G67550	1	25312740	25312967
LOX6	AT1G67560	1	25319899	25320304
AT1G67570	AT1G67570	1	25325160	25325794
AT1G67580	AT1G67580	1	25329251	25331379
AT1G67590	AT1G67590	1	25333733	25334647
AT1G67600	AT1G67600	1	25337337	25337662
AT1G67610	AT1G67610	1	25339036	25340241
AT1G67620	AT1G67620	1	25340575	25340878
AT1G67623	AT1G67623	1	25342111	25342830
AT1G67626	AT1G67626	1	25343437	25344066
POLA2	AT1G67630	1	25348206	25348406
AT1G67635	AT1G67635	1	25349342	25349689
AT1G67640	AT1G67640	1	25353727	25353908
AT1G67645	AT1G67645	1	25354910	25356112
AT1G67650	AT1G67650	1	25362272	25362395
AT1G67660	AT1G67660	1	25363535	25363689
AT1G67670	AT1G67670	1	25365473	25365667
AT1G67680	AT1G67680	1	25368329	25368526
AT1G67690	AT1G67690	1	25369086	25369245
HHL1	AT1G67700	1	25374230	25374567
ARR11	AT1G67710	1	25378797	25379144
AT1G67720	AT1G67720	1	25386341	25386566
KCR1	AT1G67730	1	25391460	25392307
PSBY	AT1G67740	1	25394068	25395154
AT1G67750	AT1G67750	1	25401588	25401784
AT1G67760	AT1G67760	1	25405955	25406372
TEL2	AT1G67770	1	25408043	25408661
CLE8	AT1G67775	1	25411312	25411696
AT1G67780	AT1G67780	1	25412816	25412926
AT1G67785	AT1G67785	1	25416880	25416984
AT1G67792	AT1G67792	1	25417609	25418000
AT1G67790	AT1G67790	1	25419950	25420099
AT1G67800	AT1G67800	1	25423431	25423684
SUFE2	AT1G67810	1	25426488	25427349
AT1G67820	AT1G67820	1	25429853	25430328
FXG1	AT1G67830	1	25432741	25432990
CSK	AT1G67840	1	25434102	25434572
AT1G67850	AT1G67850	1	25437900	25438200
AT1G67856	AT1G67856	1	25442404	25443019
AT1G67855	AT1G67855	1	25442504	25442876
AT1G67860	AT1G67860	1	25444805	25445263
AT1G67865	AT1G67865	1	25446289	25446737
AT1G67870	AT1G67870	1	25450617	25451012
AT1G67875	AT1G67875	1	25452699	25452893
AT1G67880	AT1G67880	1	25455382	25455735
AT1G67890	AT1G67890	1	25457179	25457721
AT1G67900	AT1G67900	1	25466852	25467159
AT1G67910	AT1G67910	1	25472294	25472440
AT1G67920	AT1G67920	1	25473544	25474140
AT1G67930	AT1G67930	1	25476229	25477423
ABCI17	AT1G67940	1	25477670	25478153
AT1G67950	AT1G67950	1	25480409	25480580
POD1	AT1G67960	1	25483540	25484262
HSFA8	AT1G67970	1	25486077	25486462
CCOAMT	AT1G67980	1	25487714	25487777
TSM1	AT1G67990	1	25489455	25489547
PIS1	AT1G68000	1	25491014	25491173
HPR	AT1G68010	1	25493218	25493540
TPS6	AT1G68020	1	25497290	25499864
AT1G68030	AT1G68030	1	25501670	25501751
AT1G68040	AT1G68040	1	25502876	25502962
ADO3	AT1G68050	1	25508676	25509008
MAP70.1	AT1G68060	1	25513986	25514500
AT1G68070	AT1G68070	1	25516307	25516868
AT1G68080	AT1G68080	1	25517411	25517592
ANN5	AT1G68090	1	25520699	25520774
IAR1	AT1G68100	1	25521204	25521640
AT1G68110	AT1G68110	1	25524718	25526150
BPC3	AT1G68120	1	25527492	25527534
IDD14	AT1G68130	1	25532244	25532634
AT1G68140	AT1G68140	1	25541507	25541740
WRKY9	AT1G68150	1	25543969	25544248
AT1G68160	AT1G68160	1	25548345	25548894
AT1G68170	AT1G68170	1	25551922	25552088
AT1G68180	AT1G68180	1	25554721	25555661
AT1G68185	AT1G68185	1	25556426	25556544
AT1G68190	AT1G68190	1	25559246	25559291
AT1G68200	AT1G68200	1	25562118	25562702
APRR6	AT1G68210	1	25565983	25566097
AT1G68220	AT1G68220	1	25570231	25570414
RTNLB14	AT1G68230	1	25572185	25572275
AT1G68238	AT1G68238	1	25574461	25574835
BHLH109	AT1G68240	1	25575836	25576129
AT1G68250	AT1G68250	1	25579373	25580194
AT1G68260	AT1G68260	1	25587456	25587658
AEE22	AT1G68270	1	25590057	25590254
AT1G68280	AT1G68280	1	25593456	25593595
AT1G68285	AT1G68285	1	25594980	25595507
ENDO2	AT1G68290	1	25596671	25596840
AT1G68300	AT1G68300	1	25599069	25599357
AE7	AT1G68310	1	25599491	25599530
MYB62	AT1G68320	1	25603842	25603995
AT1G68330	AT1G68330	1	25610923	25612202
AT1G68340	AT1G68340	1	25614679	25615403
AT1G68350	AT1G68350	1	25616490	25617265
AT1G68360	AT1G68360	1	25621678	25622412
ATJ15	AT1G68370	1	25634400	25634738
AT1G68380	AT1G68380	1	25636854	25637462
AT1G68390	AT1G68390	1	25642734	25643419
AT1G68400	AT1G68400	1	25647569	25648946
AT1G68410	AT1G68410	1	25652743	25652793
AT1G68420	AT1G68420	1	25653893	25654156
AT1G68430	AT1G68430	1	25654905	25655444
AT1G68440	AT1G68440	1	25658033	25659273
VQ8	AT1G68450	1	25661501	25662239
IPT1	AT1G68460	1	25668610	25670182
AT1G68470	AT1G68470	1	25677312	25678288
JAG	AT1G68480	1	25685931	25686165
AT1G68490	AT1G68490	1	25693449	25693669
AT1G68500	AT1G68500	1	25702003	25702511
LBD42	AT1G68510	1	25706882	25707222
COL6	AT1G68520	1	25709763	25710907
AT1G68526	AT1G68526	1	25712030	25712238
CUT1	AT1G68530	1	25713689	25714807
TKPR2	AT1G68540	1	25720026	25720171
ERF118	AT1G68550	1	25727627	25727701
CPuORF53	AT1G68552	1	25727627	25727701
XYL1	AT1G68560	1	25737680	25738002
NPF3.1	AT1G68570	1	25746736	25746913
AT1G68568	AT1G68568	1	25747383	25747654
AT1G68580	AT1G68580	1	25752735	25753118
AT1G68585	AT1G68585	1	25756600	25757024
AT1G68590	AT1G68590	1	25757945	25758232
ALMT5	AT1G68600	1	25759842	25760253
PCR11	AT1G68610	1	25763623	25764105
CXE6	AT1G68620	1	25765947	25767240
PCR12	AT1G68630	1	25768539	25768779
PAN	AT1G68640	1	25772236	25772543
AT1G68650	AT1G68650	1	25775741	25775842
AT1G68660	AT1G68660	1	25779020	25779161
AT1G68670	AT1G68670	1	25782029	25782476
AT1G68680	AT1G68680	1	25785506	25785823
PERK9	AT1G68690	1	25788608	25790179
AT1G68700	AT1G68700	1	25792818	25793419
ALA9	AT1G68710	1	25798192	25798257
TADA	AT1G68720	1	25804418	25807992
AGP19	AT1G68725	1	25809298	25809948
AT1G68730	AT1G68730	1	25810977	25811128
AT1G68735	AT1G68735	1	25811903	25811949
PHO1-H1	AT1G68740	1	25816350	25816657
PPC4	AT1G68750	1	25827949	25828107
NUDT1	AT1G68760	1	25829042	25829225
AT1G68770	AT1G68770	1	25829654	25829725
IDA	AT1G68765	1	25829952	25830487
AT1G68780	AT1G68780	1	25833114	25833844
CRWN3	AT1G68790	1	25838939	25839319
CLE12	AT1G68795	1	25840855	25841652
TCP12	AT1G68800	1	25847505	25848540
BHLH30	AT1G68810	1	25861123	25861903
AT1G68820	AT1G68820	1	25865660	25865988
DVL5	AT1G68825	1	25869700	25870163
STN7	AT1G68830	1	25875081	25875550
RAV2	AT1G68840	1	25880327	25881736
AT1G68845	AT1G68845	1	25882434	25882696
PER11	AT1G68850	1	25884953	25885247
AT1G68860	AT1G68860	1	25886536	25886609
AT1G68862	AT1G68862	1	25888780	25889024
ATSOFL2	AT1G68870	1	25889081	25889734
AT1G68872	AT1G68872	1	25891628	25891748
AT1G68875	AT1G68875	1	25892086	25892798
AtbZIP	AT1G68880	1	25894237	25894961
PHYLLO	AT1G68890	1	25896945	25897143
AT1G68905	AT1G68905	1	25907035	25907092
AT1G68907	AT1G68907	1	25907834	25907891
WIT2	AT1G68910	1	25911043	25911108
BHLH49	AT1G68920	1	25915012	25916348
PCMP-H22	AT1G68930	1	25918314	25920545
AT1G68935	AT1G68935	1	25921525	25921805
PUB42	AT1G68940	1	25925660	25925845
AT1G68945	AT1G68945	1	25926963	25927331
AT1G68950	AT1G68950	1	25928196	25928268
AT1G68960	AT1G68960	1	25929896	25930712
AT1G68970	AT1G68970	1	25932077	25932149
AT1G68980	AT1G68980	1	25932998	25935030
RPOT1	AT1G68990	1	25939994	25940966
AT1G69000	AT1G69000	1	25941164	25941235
BIM2	AT1G69010	1	25941675	25941909
AT1G69020	AT1G69020	1	25946842	25947197
AT1G69030	AT1G69030	1	25948806	25949262
ACR4	AT1G69040	1	25958166	25958260
AT1G69050	AT1G69050	1	25961924	25962348
AT1G69060	AT1G69060	1	25964468	25964629
AT1G69070	AT1G69070	1	25971045	25971389
AT1G69080	AT1G69080	1	25972982	25973271
AT1G69090	AT1G69090	1	25977501	25978706
AT1G69100	AT1G69100	1	25979999	25980302
AT1G69110	AT1G69110	1	25981798	25982056
AP1	AT1G69120	1	25985918	25986313
AT1G69130	AT1G69130	1	25989730	25989803
AT1G69140	AT1G69140	1	25991520	25991872
AT1G69150	AT1G69150	1	25993659	25995212
AT1G69160	AT1G69160	1	26000214	26001588
SPL6	AT1G69170	1	26005068	26005280
CRC	AT1G69180	1	26008839	26009059
CytHPPK/DHPS	AT1G69190	1	26014706	26014834
FLN2	AT1G69200	1	26015877	26016064
AT1G69210	AT1G69210	1	26019797	26020058
SIK1	AT1G69220	1	26025354	26026171
SP1L2	AT1G69230	1	26027649	26027708
MES15	AT1G69240	1	26029691	26030234
AT1G69250	AT1G69250	1	26032827	26033041
AT1G69252	AT1G69252	1	26036733	26037659
AFP1	AT1G69260	1	26039048	26039989
RPK1	AT1G69270	1	26040689	26042702
AT1G69280	AT1G69280	1	26046783	26048190
AT1G69290	AT1G69290	1	26047372	26049348
AT1G69300	AT1G69300	1	26049478	26049551
PDCB4	AT1G69295	1	26051792	26052567
WRKY57	AT1G69310	1	26057554	26058035
CLE10	AT1G69320	1	26061862	26062514
AT1G69325	AT1G69325	1	26063205	26063299
AT1G69330	AT1G69330	1	26065397	26065505
AT1G69340	AT1G69340	1	26065724	26065887
PCMP-E66	AT1G69350	1	26069882	26072245
AT1G69360	AT1G69360	1	26075925	26076254
CM3	AT1G69370	1	26079956	26080261
AT1G69380	AT1G69380	1	26083142	26083606
MINE1	AT1G69390	1	26084635	26084822
BUB3.3	AT1G69400	1	26086961	26087131
ELF5A-3	AT1G69410	1	26089202	26089420
PAT22	AT1G69420	1	26093338	26093731
AT1G69430	AT1G69430	1	26097787	26099388
AGO7	AT1G69440	1	26104668	26105166
AT1G69450	AT1G69450	1	26109573	26110148
AT1G69460	AT1G69460	1	26112948	26113243
AT1G69470	AT1G69470	1	26113575	26113997
PHO1-H10	AT1G69480	1	26117766	26117797
AT1G69485	AT1G69485	1	26119313	26119576
NAC029	AT1G69490	1	26122139	26122398
CYP704B1	AT1G69500	1	26123940	26124235
AT1G69510	AT1G69510	1	26126350	26126477
AT1G69520	AT1G69520	1	26128288	26128402
AT1G69523	AT1G69523	1	26129551	26130057
AT1G69526	AT1G69526	1	26131421	26131741
EXPA1	AT1G69530	1	26141836	26142166
AGL94	AT1G69540	1	26147330	26147571
AT1G69543	AT1G69543	1	26148437	26148781
AT1G69550	AT1G69550	1	26152704	26153555
MYB105	AT1G69560	1	26157755	26158178
AT1G69572	AT1G69572	1	26161599	26161709
CDF5	AT1G69570	1	26163051	26163496
AT1G69580	AT1G69580	1	26171943	26172301
CLE45	AT1G69588	1	26178042	26178925
AT1G69587	AT1G69587	1	26179205	26179351
AT1G69590	AT1G69590	1	26179663	26180244
ZHD11	AT1G69600	1	26182470	26183198
AT1G69610	AT1G69610	1	26186954	26187108
RPL34B	AT1G69620	1	26189836	26189978
FBL13	AT1G69630	1	26192233	26193174
SBH1	AT1G69640	1	26195239	26195695
AT1G69650	AT1G69650	1	26198650	26198821
AT1G69660	AT1G69660	1	26200516	26200603
CUL3B	AT1G69670	1	26204282	26204442
AT1G69680	AT1G69680	1	26204805	26205031
TCP15	AT1G69690	1	26216224	26217851
HVA22C	AT1G69700	1	26220238	26220404
AT1G69710	AT1G69710	1	26222072	26222345
HO3	AT1G69720	1	26226866	26226957
WAKL9	AT1G69730	1	26230328	26231339
HEMB1	AT1G69740	1	26231804	26231936
COX19-2	AT1G69750	1	26235284	26235354
AT1G69760	AT1G69760	1	26239260	26240708
CMT3	AT1G69770	1	26253304	26253585
ATHB-13	AT1G69780	1	26258939	26259301
AT1G69790	AT1G69790	1	26266609	26266895
MIR395D	AT1G69792	1	26269979	26270078
MIR395E	AT1G69795	1	26272776	26272870
MIR395F	AT1G69797	1	26273858	26273969
CBSCBS2	AT1G69800	1	26275928	26276329
WRKY36	AT1G69810	1	26279051	26279118
AT1G69818	AT1G69818	1	26282369	26282485
GGT4	AT1G69820	1	26284001	26284236
AT1G69825	AT1G69825	1	26286496	26286556
AT1G69828	AT1G69828	1	26287522	26287582
AMY3	AT1G69830	1	26292719	26293053
HIR2	AT1G69840	1	26295703	26295834
NPF4.6	AT1G69850	1	26300405	26300472
NPF2.14	AT1G69860	1	26309628	26309715
NPF2.13	AT1G69870	1	26316027	26316394
TRX8	AT1G69880	1	26321479	26321722
AT1G69890	AT1G69890	1	26323967	26324616
AT1G69900	AT1G69900	1	26327139	26327831
AT1G69910	AT1G69910	1	26330114	26332266
GSTU12	AT1G69920	1	26335127	26335558
GSTU11	AT1G69930	1	26338352	26338795
SHW1	AT1G69935	1	26342915	26343126
PPME1	AT1G69940	1	26344768	26345058
AT1G69950	AT1G69950	1	26346488	26348691
PP2A5	AT1G69960	1	26350256	26350697
CLE26	AT1G69970	1	26353900	26354256
AT1G69980	AT1G69980	1	26357550	26357667
AT1G69981	AT1G69981	1	26358097	26358402
AT1G69990	AT1G69990	1	26360235	26362010
AT1G70000	AT1G70000	1	26364347	26364699
AT1G70010	AT1G70010	1	26367177	26371457
AT1G70020	AT1G70020	1	26377370	26377767
AT1G70030	AT1G70030	1	26378794	26378832
AT1G70040	AT1G70040	1	26381233	26381537
AT1G70050	AT1G70050	1	26382154	26382225
SNL4	AT1G70060	1	26383244	26383378
ISE2	AT1G70070	1	26393382	26394196
TPS06	AT1G70080	1	26397302	26397565
GATL9	AT1G70090	1	26400790	26402397
AT1G70100	AT1G70100	1	26403124	26403319
LECRK51	AT1G70110	1	26406805	26408323
AT1G70120	AT1G70120	1	26408921	26409234
LECRK52	AT1G70130	1	26410313	26411801
FH8	AT1G70140	1	26414051	26415230
AT1G70150	AT1G70150	1	26416898	26416999
AT1G70160	AT1G70160	1	26419949	26420473
MMP	AT1G70170	1	26423874	26425356
AT1G70180	AT1G70180	1	26426458	26426509
AT1G70185	AT1G70185	1	26429733	26430069
AT1G70190	AT1G70190	1	26430543	26431578
AT1G70200	AT1G70200	1	26433817	26434400
AT1G70209	AT1G70209	1	26439653	26439796
CYCD1-1	AT1G70210	1	26439864	26440287
AT1G70220	AT1G70220	1	26447570	26448009
AXY4	AT1G70230	1	26450245	26450575
AT1G70250	AT1G70250	1	26452965	26453263
AT1G70260	AT1G70260	1	26459139	26459450
AT1G70270	AT1G70270	1	26464400	26464860
AT1G70280	AT1G70280	1	26468384	26468703
TPS8	AT1G70290	1	26474587	26474786
POT6	AT1G70300	1	26481198	26481630
SPDSYN2	AT1G70310	1	26487172	26487435
UPL2	AT1G70320	1	26501249	26501281
ENT1	AT1G70330	1	26502909	26503538
AT1G70340	AT1G70340	1	26505660	26506613
AT1G70350	AT1G70350	1	26508084	26508285
AT1G70360	AT1G70360	1	26508778	26508977
JP650	AT1G70370	1	26514948	26515188
AT1G70380	AT1G70380	1	26526212	26527345
AT1G70390	AT1G70390	1	26529907	26530282
AT1G70400	AT1G70400	1	26533397	26533460
BCA4	AT1G70410	1	26536453	26536671
AT1G70420	AT1G70420	1	26539574	26540762
AT1G70430	AT1G70430	1	26545414	26545497
SRO3	AT1G70440	1	26550057	26550520
AT1G70450	AT1G70450	1	26552576	26552981
PERK13	AT1G70460	1	26555846	26557001
AT1G70470	AT1G70470	1	26559359	26560123
AT1G70480	AT1G70480	1	26561824	26562178
ARF2-A	AT1G70490	1	26565686	26565810
AT1G70500	AT1G70500	1	26568478	26568729
AT1G70505	AT1G70505	1	26570647	26571056
KNAT2	AT1G70510	1	26576486	26576907
AT1G70518	AT1G70518	1	26583570	26583781
CRK2	AT1G70520	1	26586566	26587419
CRK3	AT1G70530	1	26591006	26591379
EDA24	AT1G70540	1	26593930	26594670
AT1G70550	AT1G70550	1	26597313	26597866
TAA1	AT1G70560	1	26604855	26604979
AT1G70570	AT1G70570	1	26608627	26609106
GGAT2	AT1G70580	1	26612719	26612791
AT1G70581	AT1G70581	1	26616267	26616996
AT1G70590	AT1G70590	1	26618321	26618961
RPL27AC	AT1G70600	1	26620923	26621659
ABCB26	AT1G70610	1	26621961	26622535
AT1G70620	AT1G70620	1	26626566	26626999
AT1G70630	AT1G70630	1	26631232	26631350
AT1G70640	AT1G70640	1	26636255	26636393
MIR777A	AT1G70645	1	26638000	26638107
AT1G70650	AT1G70650	1	26638076	26638438
UEV1B	AT1G70660	1	26640595	26640782
PXG4	AT1G70670	1	26644582	26644851
PXG5	AT1G70680	1	26647220	26647365
CRRSP2	AT1G70690	1	26652013	26652846
TIFY7	AT1G70700	1	26654768	26655041
CEL1	AT1G70710	1	26662756	26663010
AT1G70720	AT1G70720	1	26666408	26667204
PGM2	AT1G70730	1	26672646	26672779
AT1G70740	AT1G70740	1	26675588	26675947
MYOB2	AT1G70750	1	26682238	26683204
ndhL	AT1G70760	1	26687230	26687395
AT1G70770	AT1G70770	1	26690709	26691277
AT1G70780	AT1G70780	1	26695741	26696392
CPuORF28	AT1G70782	1	26695741	26696392
AT1G70790	AT1G70790	1	26700584	26700837
AT1G70800	AT1G70800	1	26702705	26702894
AT1G70810	AT1G70810	1	26704130	26704317
AT1G70820	AT1G70820	1	26705518	26706127
MLP28	AT1G70830	1	26711152	26711462
MLP31	AT1G70840	1	26713777	26714066
MLP34	AT1G70850	1	26716540	26716829
AT1G70860	AT1G70860	1	26718948	26718992
AT1G70870	AT1G70870	1	26721465	26721563
AT1G70880	AT1G70880	1	26723516	26723778
AT1G70885	AT1G70885	1	26724925	26725233
MLP43	AT1G70890	1	26726291	26726544
CLE17	AT1G70895	1	26727899	26728754
AT1G70900	AT1G70900	1	26731813	26731959
DEP	AT1G70910	1	26734155	26734640
ATHB-X	AT1G70920	1	26735956	26736201
PIN3	AT1G70940	1	26743054	26744400
AT1G70944	AT1G70944	1	26749137	26749253
AT1G70949	AT1G70949	1	26752401	26752664
AT1G70950	AT1G70950	1	26752689	26752820
AT1G70960	AT1G70960	1	26756253	26757362
AT1G70970	AT1G70970	1	26759834	26761042
SYNC3	AT1G70980	1	26762339	26763418
AT1G70985	AT1G70985	1	26764672	26765285
AT1G70990	AT1G70990	1	26767297	26768076
AT1G71000	AT1G71000	1	26769925	26770111
MIR858A	AT1G71002	1	26773539	26773725
FAB1C	AT1G71010	1	26782839	26783257
AT1G71015	AT1G71015	1	26789835	26790160
PUB10	AT1G71020	1	26792812	26793175
ATMYBL2	AT1G71030	1	26796187	26796364
LPR2	AT1G71040	1	26799988	26800322
HIPP20	AT1G71050	1	26803787	26804292
AT1G71060	AT1G71060	1	26805651	26807183
AT1G71070	AT1G71070	1	26808672	26809504
AT1G71080	AT1G71080	1	26811528	26811842
AT1G71090	AT1G71090	1	26812212	26814130
RPI1	AT1G71100	1	26814632	26815671
AT1G71110	AT1G71110	1	26818083	26818358
GLIP6	AT1G71120	1	26822174	26822420
ERF070	AT1G71130	1	26822788	26823530
AT1G71140	AT1G71140	1	26824677	26825004
AT1G71150	AT1G71150	1	26827146	26827263
KCS7	AT1G71160	1	26828701	26830208
AT1G71170	AT1G71170	1	26830669	26832099
AT1G71180	AT1G71180	1	26832335	26833709
SAG18	AT1G71190	1	26834856	26835032
AT1G71200	AT1G71200	1	26837021	26837308
AT1G71210	AT1G71210	1	26838289	26841490
UGGT	AT1G71220	1	26841630	26841815
CSN5A	AT1G71230	1	26852461	26852949
AT1G71235	AT1G71235	1	26854559	26854805
AT1G71240	AT1G71240	1	26855430	26855681
AT1G71250	AT1G71250	1	26860118	26860398
WHY2	AT1G71260	1	26863360	26863422
VPS52	AT1G71270	1	26863587	26863762
RH55	AT1G71280	1	26871880	26872152
AT1G71290	AT1G71290	1	26872643	26873242
AT1G71300	AT1G71300	1	26874064	26874149
AT1G71310	AT1G71310	1	26879591	26880024
AT1G71320	AT1G71320	1	26882485	26882794
NAP5	AT1G71330	1	26884939	26885169
GDPD4	AT1G71340	1	26887055	26888338
AT1G71350	AT1G71350	1	26891075	26891231
AT1G71360	AT1G71360	1	26894453	26894802
RH49	AT1G71370	1	26899112	26899434
CEL3	AT1G71380	1	26901555	26901789
AtRLP11	AT1G71390	1	26906453	26908807
RLP12	AT1G71400	1	26909835	26912597
AT1G71410	AT1G71410	1	26917024	26917712
PCMP-H70	AT1G71420	1	26917822	26920099
AT1G71430	AT1G71430	1	26920440	26921152
TFCE	AT1G71440	1	26924064	26924386
ERF021	AT1G71450	1	26927038	26928056
PCMP-A3	AT1G71460	1	26927984	26930316
AT1G71470	AT1G71470	1	26930708	26930924
AT1G71480	AT1G71480	1	26931940	26932417
PCMP-E67	AT1G71490	1	26932905	26935825
AT1G71500	AT1G71500	1	26935982	26936497
ERF020	AT1G71520	1	26938525	26939106
AT1G71530	AT1G71530	1	26939567	26940221
AT1G71528	AT1G71528	1	26940339	26942952
AT1G71680	AT1G71680	1	26944587	26944685
AT1G71690	AT1G71690	1	26947765	26948099
AT1G71691	AT1G71691	1	26951161	26951547
AGL12	AT1G71692	1	26954758	26955127
PER12	AT1G71695	1	26964249	26964625
SOL1	AT1G71696	1	26966887	26967101
CK1	AT1G71697	1	26971223	26971896
AT1G71700	AT1G71700	1	26973389	26973459
AT1G71710	AT1G71710	1	26976718	26976831
AT1G71720	AT1G71720	1	26983721	26984577
AT1G71730	AT1G71730	1	26986060	26986909
AT1G71740	AT1G71740	1	26987245	26987637
HGPT	AT1G71750	1	26988842	26989160
AT1G71760	AT1G71760	1	26989350	26989467
PAB5	AT1G71770	1	26994103	26994259
AT1G71780	AT1G71780	1	26996255	26996650
AT1G71790	AT1G71790	1	26996809	26996997
CSTF64	AT1G71800	1	26999452	26999642
AT1G71810	AT1G71810	1	27007614	27008176
SEC6	AT1G71820	1	27009634	27009874
AT1G71828	AT1G71828	1	27018158	27018315
SERK1	AT1G71830	1	27018158	27018662
AT1G71840	AT1G71840	1	27022218	27022541
AT1G71850	AT1G71850	1	27024732	27026363
PTP1	AT1G71860	1	27026711	27027063
AT1G71865	AT1G71865	1	27029205	27029315
EPFL7	AT1G71866	1	27030427	27031461
AT1G71870	AT1G71870	1	27033912	27034895
SUC1	AT1G71880	1	27054180	27055593
SUC5	AT1G71890	1	27058439	27059748
AT1G71900	AT1G71900	1	27061486	27061916
AT1G71910	AT1G71910	1	27064932	27065947
HISN6B	AT1G71920	1	27066948	27067068
NAC030	AT1G71930	1	27076140	27076370
AT1G71940	AT1G71940	1	27078531	27079025
AT1G71950	AT1G71950	1	27081347	27081613
ABCG25	AT1G71960	1	27088041	27088248
AT1G71970	AT1G71970	1	27093028	27094027
RMR2	AT1G71980	1	27097903	27098370
FUT13	AT1G71990	1	27100284	27100809
INVF	AT1G72000	1	27103277	27103492
TCP22	AT1G72010	1	27107567	27109275
AT1G72020	AT1G72020	1	27110255	27110431
AT1G72030	AT1G72030	1	27110865	27111216
AT1G72040	AT1G72040	1	27113613	27114342
TFIIIA	AT1G72050	1	27115024	27115213
AT1G72060	AT1G72060	1	27118447	27118536
AT1G72070	AT1G72070	1	27119414	27119708
AT1G72080	AT1G72080	1	27122711	27122761
AT1G72090	AT1G72090	1	27123567	27123808
AT1G72100	AT1G72100	1	27127212	27128485
AT1G72110	AT1G72110	1	27131166	27131410
NPF5.14	AT1G72120	1	27132097	27132253
NPF5.13	AT1G72125	1	27134168	27134288
NPF5.11	AT1G72130	1	27137181	27137309
AT1G72131	AT1G72131	1	27139395	27139418
NPF5.12	AT1G72140	1	27141814	27142012
AT1G72141	AT1G72141	1	27145146	27145322
PATL1	AT1G72150	1	27148460	27149775
PATL3	AT1G72160	1	27154662	27155664
AT1G72170	AT1G72170	1	27156335	27156535
AT1G72175	AT1G72175	1	27157875	27158068
AT1G72180	AT1G72180	1	27162820	27163175
AT1G72190	AT1G72190	1	27169599	27169717
ATL11	AT1G72200	1	27169795	27171321
BHLH96	AT1G72210	1	27179790	27180533
ATL54	AT1G72220	1	27184281	27185830
AT1G72230	AT1G72230	1	27188066	27188443
AT1G72240	AT1G72240	1	27190179	27190749
AT1G72250	AT1G72250	1	27192902	27192968
THI2.1	AT1G72260	1	27199139	27199444
AT1G72270	AT1G72270	1	27209908	27211161
AERO1	AT1G72280	1	27214336	27214665
AT1G72290	AT1G72290	1	27215789	27216791
PSYR1	AT1G72300	1	27217477	27221123
ATL3	AT1G72310	1	27225897	27227545
APUM23	AT1G72320	1	27232879	27232997
ALAAT2	AT1G72330	1	27233485	27233849
AT1G72340	AT1G72340	1	27236875	27237302
AT1G72350	AT1G72350	1	27239273	27239947
ERF073	AT1G72360	1	27241812	27242827
RPSAA	AT1G72370	1	27244698	27244931
AT1G72390	AT1G72390	1	27245165	27245326
AT1G72410	AT1G72410	1	27256719	27257081
AT1G72416	AT1G72416	1	27260020	27260291
AT1G72420	AT1G72420	1	27263643	27263669
AT1G72430	AT1G72430	1	27264911	27265630
EDA25	AT1G72440	1	27272879	27273596
TIFY11B	AT1G72450	1	27275983	27276317
AT1G72460	AT1G72460	1	27279510	27280406
ATEXO70D1	AT1G72470	1	27283693	27285895
AT1G72480	AT1G72480	1	27288146	27288368
AT1G72490	AT1G72490	1	27290727	27291042
AT1G72500	AT1G72500	1	27298176	27298556
AT1G72510	AT1G72510	1	27303389	27303804
LOX4	AT1G72520	1	27308515	27309019
MORF7	AT1G72530	1	27312999	27313258
AT1G72540	AT1G72540	1	27316271	27316669
AT1G72550	AT1G72550	1	27323851	27324037
PSD	AT1G72560	1	27327746	27329467
AIL1	AT1G72570	1	27331381	27331468
AT1G72580	AT1G72580	1	27334343	27334771
